
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/15/2019 06:41:23
MetaData, TestRecord.TestTarget, Al_1.0_10
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, These are actually probably good C-V curves for a MOSCAP
MetaData, TestRecord.LinkKey, bb26ee90-ed94-46e8-bfcc-a8209b1291ea
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 930
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2E-10, 270000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.2105263157894737
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.2105263157894737
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.2105263157894737
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.2105263157894737
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.2105263157894737
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -2, 1.8770200000000003E-10, 256472
DataValue, -1.96, 1.8740300000000002E-10, 260786
DataValue, -1.92, 1.8621200000000001E-10, 263675.9
DataValue, -1.8800000000000001, 1.84488E-10, 266014.4
DataValue, -1.84, 1.82625E-10, 267487.2
DataValue, -1.8, 1.80438E-10, 268410
DataValue, -1.76, 1.7794400000000002E-10, 269440
DataValue, -1.72, 1.7516000000000002E-10, 269625.60000000003
DataValue, -1.68, 1.7206800000000002E-10, 269413.3
DataValue, -1.6400000000000001, 1.6842900000000002E-10, 267739.5
DataValue, -1.6, 1.64582E-10, 265580.10000000003
DataValue, -1.56, 1.6021200000000003E-10, 262510.8
DataValue, -1.52, 1.55449E-10, 258449.5
DataValue, -1.48, 1.5017700000000002E-10, 254026.30000000002
DataValue, -1.44, 1.4456300000000002E-10, 249885.80000000002
DataValue, -1.4000000000000001, 1.3849700000000001E-10, 244665.7
DataValue, -1.36, 1.32615E-10, 238496.7
DataValue, -1.32, 1.26955E-10, 230462.2
DataValue, -1.28, 1.21499E-10, 222082.90000000002
DataValue, -1.24, 1.1641300000000002E-10, 213142.40000000002
DataValue, -1.2, 1.1177100000000001E-10, 203588.80000000002
DataValue, -1.16, 1.0747200000000001E-10, 193895.7
DataValue, -1.12, 1.0379300000000001E-10, 185078.80000000002
DataValue, -1.08, 1.00532E-10, 176073.1
DataValue, -1.04, 9.7843E-11, 167134.6
DataValue, -1, 9.56054E-11, 158677.7
DataValue, -0.96, 9.38767E-11, 150652.30000000002
DataValue, -0.92, 9.24813E-11, 141566.6
DataValue, -0.88, 9.15929E-11, 134596.7
DataValue, -0.84, 9.10035E-11, 127949.90000000001
DataValue, -0.8, 9.07354E-11, 120334.3
DataValue, -0.76, 9.07622E-11, 114047.70000000001
DataValue, -0.72, 9.10864E-11, 107302.8
DataValue, -0.68, 9.16686E-11, 102099.20000000001
DataValue, -0.64, 9.2460999999999992E-11, 95920.52
DataValue, -0.6, 9.34108E-11, 90312.75
DataValue, -0.56, 9.45214E-11, 85400.63
DataValue, -0.52, 9.57707E-11, 80935.24
DataValue, -0.48, 9.71435E-11, 76080.94
DataValue, -0.44, 9.8685199999999992E-11, 72099.57
DataValue, -0.4, 1.0027E-10, 67176.58
DataValue, -0.36, 1.0198E-10, 63194.41
DataValue, -0.32, 1.0381000000000001E-10, 60045.49
DataValue, -0.28, 1.0574100000000001E-10, 55982.69
DataValue, -0.24, 1.0781700000000001E-10, 52861.05
DataValue, -0.2, 1.1012700000000001E-10, 49127.85
DataValue, -0.16, 1.1238700000000001E-10, 46018.96
DataValue, -0.12, 1.14798E-10, 43084.47
DataValue, -0.08, 1.1738E-10, 40398.05
DataValue, -0.04, 1.2004E-10, 38152.13
DataValue, 0, 1.22891E-10, 35132.590000000004
DataValue, 0.04, 1.25814E-10, 33053.48
DataValue, 0.08, 1.28811E-10, 31210.04
DataValue, 0.12, 1.3176300000000002E-10, 29105.55
DataValue, 0.16, 1.34769E-10, 27445.75
DataValue, 0.2, 1.3772600000000002E-10, 25779.62
DataValue, 0.24, 1.40723E-10, 24104.14
DataValue, 0.28, 1.4347200000000001E-10, 22945.15
DataValue, 0.32, 1.4616600000000002E-10, 21864.31
DataValue, 0.36, 1.48762E-10, 20472.75
DataValue, 0.4, 1.51221E-10, 19703.45
DataValue, 0.44, 1.53539E-10, 18556.16
DataValue, 0.48, 1.5588100000000002E-10, 17771.37
DataValue, 0.52, 1.57983E-10, 17077.23
DataValue, 0.56, 1.6000000000000002E-10, 16473.920000000002
DataValue, 0.6, 1.61963E-10, 15601.54
DataValue, 0.64, 1.6381E-10, 15070.29
DataValue, 0.68, 1.6558400000000002E-10, 14479.5
DataValue, 0.72, 1.6734600000000001E-10, 13998.710000000001
DataValue, 0.76, 1.6892800000000001E-10, 13641.41
DataValue, 0.8, 1.7046800000000002E-10, 13194.03
DataValue, 0.84, 1.71917E-10, 12787.26
DataValue, 0.88, 1.7327E-10, 12339.61
DataValue, 0.92, 1.7459600000000001E-10, 12067.460000000001
DataValue, 0.96, 1.7588600000000002E-10, 11943.17
DataValue, 1, 1.77051E-10, 11648.52
DataValue, 1.04, 1.78166E-10, 11184.89
DataValue, 1.08, 1.7919200000000002E-10, 11181.69
DataValue, 1.12, 1.8019600000000003E-10, 10998.27
DataValue, 1.16, 1.81116E-10, 10826.630000000001
DataValue, 1.2, 1.8206700000000002E-10, 10663.77
DataValue, 1.24, 1.82906E-10, 10556.550000000001
DataValue, 1.28, 1.83707E-10, 10471.1
DataValue, 1.32, 1.8447E-10, 10441.550000000001
DataValue, 1.36, 1.8518800000000002E-10, 10247.12
DataValue, 1.4000000000000001, 1.8589100000000003E-10, 10205.66
DataValue, 1.44, 1.8657400000000002E-10, 10030.68
DataValue, 1.48, 1.87176E-10, 9990.612000000001
DataValue, 1.52, 1.87757E-10, 9898.176
DataValue, 1.56, 1.88308E-10, 9887.376
DataValue, 1.6, 1.88887E-10, 9715.625
DataValue, 1.6400000000000001, 1.8938900000000002E-10, 9686.408
DataValue, 1.68, 1.89869E-10, 9737.557
DataValue, 1.72, 1.9037400000000002E-10, 9730.492
DataValue, 1.76, 1.9083800000000002E-10, 9597.79
DataValue, 1.8, 1.9128100000000002E-10, 9771.285
DataValue, 1.84, 1.9169700000000002E-10, 9673.851
DataValue, 1.8800000000000001, 1.92105E-10, 9470.411
DataValue, 1.92, 1.92509E-10, 9545.305
DataValue, 1.96, 1.9288100000000002E-10, 9503.49
DataValue, 2, 1.93278E-10, 9627.388
DataValue, 2, 1.9301000000000001E-10, 9367.7
DataValue, 1.96, 1.9207600000000002E-10, 9408.464
DataValue, 1.92, 1.91258E-10, 9670.753
DataValue, 1.8800000000000001, 1.90324E-10, 9535.473
DataValue, 1.84, 1.89453E-10, 9531.974
DataValue, 1.8, 1.8849E-10, 9548.772
DataValue, 1.76, 1.87543E-10, 9705.834
DataValue, 1.72, 1.86519E-10, 9768.247
DataValue, 1.68, 1.8543900000000003E-10, 9899.783
DataValue, 1.6400000000000001, 1.8430900000000003E-10, 10086.29
DataValue, 1.6, 1.83111E-10, 10072.960000000001
DataValue, 1.56, 1.81848E-10, 10436.34
DataValue, 1.52, 1.80489E-10, 10573.37
DataValue, 1.48, 1.78995E-10, 10858.07
DataValue, 1.44, 1.7747200000000003E-10, 11217.15
DataValue, 1.4000000000000001, 1.75746E-10, 11453.11
DataValue, 1.36, 1.7393700000000002E-10, 11913.07
DataValue, 1.32, 1.7199000000000002E-10, 12348.83
DataValue, 1.28, 1.69888E-10, 12767.630000000001
DataValue, 1.24, 1.67632E-10, 13171.380000000001
DataValue, 1.2, 1.6521700000000003E-10, 13916.25
DataValue, 1.16, 1.62557E-10, 14900.67
DataValue, 1.12, 1.59734E-10, 15842.6
DataValue, 1.08, 1.56762E-10, 16926.19
DataValue, 1.04, 1.53626E-10, 18087.64
DataValue, 1, 1.50293E-10, 19603.920000000002
DataValue, 0.96, 1.46804E-10, 21269.15
DataValue, 0.92, 1.4310800000000002E-10, 23256.27
DataValue, 0.88, 1.39451E-10, 25715.71
DataValue, 0.84, 1.35751E-10, 28250.2
DataValue, 0.8, 1.32056E-10, 30886.5
DataValue, 0.76, 1.2834600000000002E-10, 34399.73
DataValue, 0.72, 1.24758E-10, 37950.54
DataValue, 0.68, 1.21178E-10, 42055.06
DataValue, 0.64, 1.17877E-10, 46207.57
DataValue, 0.6, 1.14759E-10, 50900.49
DataValue, 0.56, 1.11821E-10, 55479.43
DataValue, 0.52, 1.0907E-10, 60426.65
DataValue, 0.48, 1.06557E-10, 65950.71
DataValue, 0.44, 1.04205E-10, 71317.51
DataValue, 0.4, 1.0212800000000001E-10, 76681.97
DataValue, 0.36, 1.00288E-10, 82918.150000000009
DataValue, 0.32, 9.86308E-11, 88711.46
DataValue, 0.28, 9.72146E-11, 94772.01
DataValue, 0.24, 9.59575E-11, 101623.90000000001
DataValue, 0.2, 9.489E-11, 107893.5
DataValue, 0.16, 9.39436E-11, 115017.1
DataValue, 0.12, 9.31812E-11, 122038.40000000001
DataValue, 0.08, 9.2658E-11, 128982.90000000001
DataValue, 0.04, 9.22866E-11, 136466.30000000002
DataValue, 0, 9.22999E-11, 143475.1
DataValue, -0.04, 9.26238E-11, 150165
DataValue, -0.08, 9.33301E-11, 157856.80000000002
DataValue, -0.12, 9.44465E-11, 164646
DataValue, -0.16, 9.60553E-11, 172030.1
DataValue, -0.2, 9.80841E-11, 180565.5
DataValue, -0.24, 1.0065900000000001E-10, 189005.40000000002
DataValue, -0.28, 1.03536E-10, 197340.6
DataValue, -0.32, 1.0689500000000001E-10, 206021.5
DataValue, -0.36, 1.1064500000000001E-10, 213887.40000000002
DataValue, -0.4, 1.1472500000000001E-10, 221758.7
DataValue, -0.44, 1.19111E-10, 228592.7
DataValue, -0.48, 1.23825E-10, 235786.90000000002
DataValue, -0.52, 1.2844E-10, 242293.2
DataValue, -0.56, 1.32988E-10, 248081.1
DataValue, -0.6, 1.3744900000000002E-10, 252809.2
DataValue, -0.64, 1.41787E-10, 257256.90000000002
DataValue, -0.68, 1.4594300000000002E-10, 260285.80000000002
DataValue, -0.72, 1.50109E-10, 262344.5
DataValue, -0.76, 1.5382000000000002E-10, 263640.60000000003
DataValue, -0.8, 1.5723E-10, 264726
DataValue, -0.84, 1.60258E-10, 266350.4
DataValue, -0.88, 1.6297700000000002E-10, 267596
DataValue, -0.92, 1.65365E-10, 268905.4
DataValue, -0.96, 1.67641E-10, 269316.5
DataValue, -1, 1.6958600000000002E-10, 269457
DataValue, -1.04, 1.71413E-10, 268994.10000000003
DataValue, -1.08, 1.7303300000000002E-10, 268225.60000000003
DataValue, -1.12, 1.7455200000000002E-10, 267459.9
DataValue, -1.16, 1.7572700000000002E-10, 267918.5
DataValue, -1.2, 1.76882E-10, 268194.3
DataValue, -1.24, 1.7772500000000003E-10, 268204.5
DataValue, -1.28, 1.7863800000000003E-10, 267593.4
DataValue, -1.32, 1.7945400000000002E-10, 266436.4
