
SetupTitle, C-V Sweep
PrimitiveTest, C-V Sweep
TestParameter, Measurement.Adc.HighResolution.Coeff, 2, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VBias
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.1
TestParameter, Output.Graph.XAxis.Right, 0.1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, C, R
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1E-10, 10000
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/25/2019 21:08:43
MetaData, TestRecord.TestTarget, Al2O3_1.5_10
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0a45c04e-f67f-4616-95be-833d9fc8c33b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, R
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, ohm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.9E-11, -210
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.9E-11, 1600000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 2.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 2.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 2.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 2.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 2.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, C-V Sweep
Dimension1, 202, 202, 202
Dimension2, 4, 4, 4
DataName, VBias, C, R
DataValue, -1, 3.83158E-11, 1510115
DataValue, -0.98, 3.82661E-11, 1534000
DataValue, -0.96, 3.82455E-11, 1532160
DataValue, -0.94000000000000006, 3.82955E-11, 1549809
DataValue, -0.92, 3.83113E-11, 1541408
DataValue, -0.9, 3.82719E-11, 1545409
DataValue, -0.88, 3.82476E-11, 1553545
DataValue, -0.86, 3.8136E-11, 1548647
DataValue, -0.84, 3.8217399999999997E-11, 1523232
DataValue, -0.82000000000000006, 3.83088E-11, 1526214
DataValue, -0.8, 3.80854E-11, 1536960
DataValue, -0.78, 3.78817E-11, 1531349
DataValue, -0.76, 3.8287E-11, 1534013
DataValue, -0.74, 3.85825E-11, 1559376
DataValue, -0.72, 3.8409E-11, 1560688
DataValue, -0.70000000000000007, 3.83969E-11, 1551797
DataValue, -0.68, 3.82951E-11, 1547978
DataValue, -0.66, 3.84499E-11, 1541794
DataValue, -0.64, 3.83255E-11, 1559982
DataValue, -0.62, 3.82291E-11, 1557158
DataValue, -0.6, 3.79289E-11, 1506540
DataValue, -0.58, 3.81056E-11, 1542528
DataValue, -0.56, 3.80395E-11, 1543695
DataValue, -0.54, 3.79122E-11, 1518134
DataValue, -0.52, 3.80902E-11, 1521066
DataValue, -0.5, 3.79664E-11, 1513718
DataValue, -0.48, 3.79222E-11, 1527374
DataValue, -0.46, 3.77898E-11, 1512234
DataValue, -0.44, 3.80533E-11, 1529569
DataValue, -0.42, 3.80825E-11, 1541268
DataValue, -0.4, 3.77775E-11, 1536513
DataValue, -0.38, 3.78446E-11, 1506083
DataValue, -0.36, 3.7936499999999996E-11, 1507379
DataValue, -0.34, 3.78674E-11, 1537054
DataValue, -0.32, 3.76677E-11, 1510960
DataValue, -0.3, 3.7885799999999997E-11, 1534659
DataValue, -0.28, 3.7724E-11, 1514727
DataValue, -0.26, 3.7878E-11, 1533203
DataValue, -0.24, 3.79477E-11, 1544523
DataValue, -0.22, 3.77911E-11, 1510666
DataValue, -0.2, 3.77292E-11, 1511608
DataValue, -0.18, 3.79323E-11, 1542527
DataValue, -0.16, 3.76031E-11, 1536881
DataValue, -0.14, 3.76193E-11, 1504695
DataValue, -0.12, 3.78669E-11, 1526974
DataValue, -0.1, 3.75687E-11, 1516047
DataValue, -0.08, 3.74936E-11, 1522609
DataValue, -0.06, 3.75239E-11, 1499836
DataValue, -0.04, 3.77385E-11, 1527390
DataValue, -0.02, 3.76589E-11, 1522102
DataValue, 0, 3.7518599999999996E-11, 1527556
DataValue, 0.02, 3.74979E-11, 1500812
DataValue, 0.04, 3.7815999999999996E-11, 1507153
DataValue, 0.06, 3.7525999999999997E-11, 1535841
DataValue, 0.08, 3.7508199999999996E-11, 1497388
DataValue, 0.1, 3.75432E-11, 1508527
DataValue, 0.12, 3.75622E-11, 1516804
DataValue, 0.14, 3.74521E-11, 1528424
DataValue, 0.16, 3.75999E-11, 1532044
DataValue, 0.18, 3.76506E-11, 1522612
DataValue, 0.2, 3.76142E-11, 1515266
DataValue, 0.22, 3.75693E-11, 1536970
DataValue, 0.24, 3.76418E-11, 1534241
DataValue, 0.26, 3.7807099999999996E-11, 1521178
DataValue, 0.28, 3.7637599999999996E-11, 1524129
DataValue, 0.3, 3.7351E-11, 1515293
DataValue, 0.32, 3.75446E-11, 1514006
DataValue, 0.34, 3.77184E-11, 1530254
DataValue, 0.36, 3.74987E-11, 1543324
DataValue, 0.38, 3.75471E-11, 1535540
DataValue, 0.4, 3.74478E-11, 1508994
DataValue, 0.42, 3.76619E-11, 1537179
DataValue, 0.44, 3.78567E-11, 1562135
DataValue, 0.46, 3.7311E-11, 1507590
DataValue, 0.48, 3.74317E-11, 1505586
DataValue, 0.5, 3.7488899999999996E-11, 1538075
DataValue, 0.52, 3.71357E-11, 1495907
DataValue, 0.54, 3.7326E-11, 1498328
DataValue, 0.56, 3.72734E-11, 1517740
DataValue, 0.58, 3.73869E-11, 1507265
DataValue, 0.6, 3.71253E-11, 1502944
DataValue, 0.62, 3.74167E-11, 1512858
DataValue, 0.64, 3.73412E-11, 1528192
DataValue, 0.66, 3.7027999999999996E-11, 1501676
DataValue, 0.68, 3.7558E-11, 1506754
DataValue, 0.70000000000000007, 3.76311E-11, 1556117
DataValue, 0.72, 3.74853E-11, 1538786
DataValue, 0.74, 3.74616E-11, 1514182
DataValue, 0.76, 3.75262E-11, 1532084
DataValue, 0.78, 3.74223E-11, 1524757
DataValue, 0.8, 3.72933E-11, 1522669
DataValue, 0.82000000000000006, 3.73555E-11, 1524013
DataValue, 0.84, 3.74358E-11, 1529428
DataValue, 0.86, 3.69335E-11, 1489702
DataValue, 0.88, 3.76144E-11, 1538765
DataValue, 0.9, 3.71979E-11, 1524910
DataValue, 0.92, 3.69549E-11, 1512535
DataValue, 0.94000000000000006, 3.72452E-11, 1486845
DataValue, 0.96, 3.72669E-11, 1530380
DataValue, 0.98, 3.67749E-11, 1499358
DataValue, 1, 3.70629E-11, 1508193
DataValue, 1, 3.71552E-11, 1512741
DataValue, 0.98, 3.70534E-11, 1531358
DataValue, 0.96, 3.69114E-11, 1497374
DataValue, 0.94000000000000006, 3.73218E-11, 1506594
DataValue, 0.92, 3.70966E-11, 1522341
DataValue, 0.9, 3.7056099999999997E-11, 1505500
DataValue, 0.88, 3.7156E-11, 1507824
DataValue, 0.86, 3.71937E-11, 1521278
DataValue, 0.84, 3.70658E-11, 1508874
DataValue, 0.82000000000000006, 3.71511E-11, 1509483
DataValue, 0.8, 3.71151E-11, 1507455
DataValue, 0.78, 3.71902E-11, 1517013
DataValue, 0.76, 3.71406E-11, 1505414
DataValue, 0.74, 3.71595E-11, 1500470
DataValue, 0.72, 3.72208E-11, 1513222
DataValue, 0.70000000000000007, 3.7063599999999996E-11, 1512565
DataValue, 0.68, 3.74218E-11, 1500465
DataValue, 0.66, 3.72407E-11, 1506177
DataValue, 0.64, 3.71258E-11, 1509254
DataValue, 0.62, 3.73393E-11, 1511660
DataValue, 0.6, 3.75547E-11, 1512346
DataValue, 0.58, 3.7426E-11, 1520364
DataValue, 0.56, 3.73573E-11, 1524843
DataValue, 0.54, 3.74262E-11, 1506410
DataValue, 0.52, 3.73868E-11, 1501705
DataValue, 0.5, 3.7145399999999996E-11, 1508013
DataValue, 0.48, 3.71628E-11, 1484310
DataValue, 0.46, 3.72775E-11, 1496585
DataValue, 0.44, 3.72089E-11, 1506130
DataValue, 0.42, 3.7200499999999996E-11, 1500676
DataValue, 0.4, 3.71963E-11, 1490514
DataValue, 0.38, 3.7243E-11, 1499071
DataValue, 0.36, 3.72298E-11, 1490841
DataValue, 0.34, 3.70878E-11, 1507458
DataValue, 0.32, 3.70482E-11, 1486346
DataValue, 0.3, 3.72304E-11, 1481086
DataValue, 0.28, 3.72966E-11, 1512481
DataValue, 0.26, 3.6886599999999997E-11, 1479726
DataValue, 0.24, 3.7369899999999996E-11, 1494009
DataValue, 0.22, 3.7369999999999996E-11, 1491102
DataValue, 0.2, 3.7197E-11, 1512118
DataValue, 0.18, 3.7087499999999996E-11, 1501228
DataValue, 0.16, 3.71895E-11, 1465562
DataValue, 0.14, 3.71079E-11, 1489151
DataValue, 0.12, 3.72206E-11, 1486747
DataValue, 0.1, 3.71323E-11, 1506184
DataValue, 0.08, 3.70753E-11, 1500308
DataValue, 0.06, 3.7158E-11, 1470705
DataValue, 0.04, 3.7184099999999996E-11, 1474298
DataValue, 0.02, 3.7269E-11, 1505976
DataValue, 0, 3.71251E-11, 1487841
DataValue, -0.02, 3.72804E-11, 1473072
DataValue, -0.04, 3.72318E-11, 1483450
DataValue, -0.06, 3.73577E-11, 1501723
DataValue, -0.08, 3.71754E-11, 1491020
DataValue, -0.1, 3.70188E-11, 1461310
DataValue, -0.12, 3.73589E-11, 1462428
DataValue, -0.14, 3.74464E-11, 1482839
DataValue, -0.16, 3.7163199999999997E-11, 1484432
DataValue, -0.18, 3.71319E-11, 1492389
DataValue, -0.2, 3.7282199999999996E-11, 1475897
DataValue, -0.22, 3.72533E-11, 1459984
DataValue, -0.24, 3.72827E-11, 1474461
DataValue, -0.26, 3.71349E-11, 1476974
DataValue, -0.28, 3.7245099999999996E-11, 1470469
DataValue, -0.3, 3.7255399999999997E-11, 1466310
DataValue, -0.32, 3.72918E-11, 1471846
DataValue, -0.34, 3.72575E-11, 1472810
DataValue, -0.36, 3.70953E-11, 1464034
DataValue, -0.38, 3.71447E-11, 1467406
DataValue, -0.4, 3.72312E-11, 1457290
DataValue, -0.42, 3.71963E-11, 1455671
DataValue, -0.44, 3.7487399999999996E-11, 1486802
DataValue, -0.46, 3.71978E-11, 1491114
DataValue, -0.48, 3.7235E-11, 1471019
DataValue, -0.5, 3.72811E-11, 1455431
DataValue, -0.52, 3.73585E-11, 1477484
DataValue, -0.54, 3.73038E-11, 1466767
DataValue, -0.56, 3.73013E-11, 1483517
DataValue, -0.58, 3.73021E-11, 1479372
DataValue, -0.6, 3.7243E-11, 1465670
DataValue, -0.62, 3.74273E-11, 1469119
DataValue, -0.64, 3.7346199999999996E-11, 1482299
DataValue, -0.66, 3.72489E-11, 1480499
DataValue, -0.68, 3.72036E-11, 1459224
DataValue, -0.70000000000000007, 3.72563E-11, 1456392
DataValue, -0.72, 3.7606399999999996E-11, 1469790
DataValue, -0.74, 3.74002E-11, 1479134
DataValue, -0.76, 3.73873E-11, 1462716
DataValue, -0.78, 3.7328299999999996E-11, 1473303
DataValue, -0.8, 3.71676E-11, 1436302
DataValue, -0.82000000000000006, 3.7328E-11, 1444942
DataValue, -0.84, 3.74388E-11, 1473973
DataValue, -0.86, 3.70574E-11, 1467115
DataValue, -0.88, 3.71366E-11, 1445283
DataValue, -0.9, 3.7103699999999997E-11, 1430482
DataValue, -0.92, 3.7468099999999996E-11, 1455934
DataValue, -0.94000000000000006, 3.7423499999999996E-11, 1467978
DataValue, -0.96, 3.7117E-11, 1469270
DataValue, -0.98, 3.72831E-11, 1457449
DataValue, -1, 3.7410099999999996E-11, 1440568
DataValue, -1, 3.11519E-11, 29914.850000000002
DataValue, -0.98, 3.11702E-11, 29555.05
DataValue, -0.96, 3.11179E-11, 28147.78
